continent,location,date,population,new_vaccinations,cumulative_vaccinations
Europe,Croatia,2021-02-20,4105268,,28326
Europe,Croatia,2021-02-21,4105268,,28326
Europe,Croatia,2021-02-22,4105268,,28326
Europe,Croatia,2021-02-23,4105268,,28326
Europe,Croatia,2021-02-24,4105268,,28326
Europe,Croatia,2021-02-25,4105268,10191,38517
Europe,Croatia,2021-02-26,4105268,,38517
Europe,Croatia,2021-02-27,4105268,,38517
Europe,Croatia,2021-02-28,4105268,,38517
Europe,Croatia,2021-03-01,4105268,,38517
Europe,Croatia,2021-03-02,4105268,,38517
Europe,Croatia,2021-03-03,4105268,,38517
Europe,Croatia,2021-03-04,4105268,,38517
Europe,Croatia,2021-03-05,4105268,,38517
Europe,Croatia,2021-03-06,4105268,,38517
Europe,Croatia,2021-03-07,4105268,,38517
Europe,Croatia,2021-03-08,4105268,,38517
Europe,Croatia,2021-03-09,4105268,,38517
Europe,Croatia,2021-03-10,4105268,,38517
Europe,Croatia,2021-03-11,4105268,,38517
Europe,Croatia,2021-03-12,4105268,,38517
Europe,Croatia,2021-03-13,4105268,,38517
Europe,Croatia,2021-03-14,4105268,,38517
Europe,Croatia,2021-03-15,4105268,,38517
Europe,Croatia,2021-03-16,4105268,,38517
Europe,Croatia,2021-03-17,4105268,,38517
Europe,Croatia,2021-03-18,4105268,,38517
Europe,Croatia,2021-03-19,4105268,,38517
Europe,Croatia,2021-03-20,4105268,,38517
Europe,Croatia,2021-03-21,4105268,,38517
Europe,Croatia,2021-03-22,4105268,,38517
Europe,Croatia,2021-03-23,4105268,,38517
Europe,Croatia,2021-03-24,4105268,,38517
Europe,Croatia,2021-03-25,4105268,,38517
Europe,Croatia,2021-03-26,4105268,,38517
Europe,Croatia,2021-03-27,4105268,,38517
Europe,Croatia,2021-03-28,4105268,,38517
Europe,Croatia,2021-03-29,4105268,,38517
Europe,Croatia,2021-03-30,4105268,,38517
Europe,Croatia,2021-03-31,4105268,,38517
Europe,Croatia,2021-04-01,4105268,21918,60435
Europe,Croatia,2021-04-02,4105268,18695,79130
Europe,Croatia,2021-04-03,4105268,,79130
Europe,Croatia,2021-04-04,4105268,,79130
Europe,Croatia,2021-04-05,4105268,,79130
Europe,Croatia,2021-04-06,4105268,,79130
Europe,Croatia,2021-04-07,4105268,6995,86125
Europe,Croatia,2021-04-08,4105268,10027,96152
Europe,Croatia,2021-04-09,4105268,22349,118501
Europe,Croatia,2021-04-10,4105268,18146,136647
Europe,Croatia,2021-04-11,4105268,4252,140899
Europe,Croatia,2021-04-12,4105268,7186,148085
Europe,Croatia,2021-04-13,4105268,10054,158139
Europe,Croatia,2021-04-14,4105268,12093,170232
Europe,Croatia,2021-04-15,4105268,26318,196550
Europe,Croatia,2021-04-16,4105268,28005,224555
Europe,Croatia,2021-04-17,4105268,19426,243981
Europe,Croatia,2021-04-18,4105268,2265,246246
Europe,Croatia,2021-04-19,4105268,4502,250748
Europe,Croatia,2021-04-20,4105268,10928,261676
Europe,Croatia,2021-04-21,4105268,17355,279031
Europe,Croatia,2021-04-22,4105268,20563,299594
Europe,Croatia,2021-04-23,4105268,23343,322937
Europe,Croatia,2021-04-24,4105268,15648,338585
Europe,Croatia,2021-04-25,4105268,9728,348313
Europe,Croatia,2021-04-26,4105268,3120,351433
Europe,Croatia,2021-04-27,4105268,14267,365700
Europe,Croatia,2021-04-28,4105268,12855,378555
Europe,Croatia,2021-04-29,4105268,46887,425442
Europe,Croatia,2021-04-30,4105268,,425442
North America,Cuba,2020-03-12,11326616,,
North America,Cuba,2020-03-13,11326616,,
North America,Cuba,2020-03-14,11326616,,
North America,Cuba,2020-03-15,11326616,,
North America,Cuba,2020-03-16,11326616,,
North America,Cuba,2020-03-17,11326616,,
North America,Cuba,2020-03-18,11326616,,
North America,Cuba,2020-03-19,11326616,,
North America,Cuba,2020-03-20,11326616,,
North America,Cuba,2020-03-21,11326616,,
North America,Cuba,2020-03-22,11326616,,
North America,Cuba,2020-03-23,11326616,,
North America,Cuba,2020-03-24,11326616,,
North America,Cuba,2020-03-25,11326616,,
North America,Cuba,2020-03-26,11326616,,
North America,Cuba,2020-03-27,11326616,,
North America,Cuba,2020-03-28,11326616,,
North America,Cuba,2020-03-29,11326616,,
North America,Cuba,2020-03-30,11326616,,
North America,Cuba,2020-03-31,11326616,,
North America,Cuba,2020-04-01,11326616,,
North America,Cuba,2020-04-02,11326616,,
North America,Cuba,2020-04-03,11326616,,
North America,Cuba,2020-04-04,11326616,,
North America,Cuba,2020-04-05,11326616,,
North America,Cuba,2020-04-06,11326616,,
North America,Cuba,2020-04-07,11326616,,
North America,Cuba,2020-04-08,11326616,,
North America,Cuba,2020-04-09,11326616,,
North America,Cuba,2020-04-10,11326616,,
North America,Cuba,2020-04-11,11326616,,
North America,Cuba,2020-04-12,11326616,,
North America,Cuba,2020-04-13,11326616,,
North America,Cuba,2020-04-14,11326616,,
North America,Cuba,2020-04-15,11326616,,
North America,Cuba,2020-04-16,11326616,,
North America,Cuba,2020-04-17,11326616,,
North America,Cuba,2020-04-18,11326616,,
North America,Cuba,2020-04-19,11326616,,
North America,Cuba,2020-04-20,11326616,,
North America,Cuba,2020-04-21,11326616,,
North America,Cuba,2020-04-22,11326616,,
North America,Cuba,2020-04-23,11326616,,
North America,Cuba,2020-04-24,11326616,,
North America,Cuba,2020-04-25,11326616,,
North America,Cuba,2020-04-26,11326616,,
North America,Cuba,2020-04-27,11326616,,
North America,Cuba,2020-04-28,11326616,,
North America,Cuba,2020-04-29,11326616,,
North America,Cuba,2020-04-30,11326616,,
North America,Cuba,2020-05-01,11326616,,
North America,Cuba,2020-05-02,11326616,,
North America,Cuba,2020-05-03,11326616,,
North America,Cuba,2020-05-04,11326616,,
North America,Cuba,2020-05-05,11326616,,
North America,Cuba,2020-05-06,11326616,,
North America,Cuba,2020-05-07,11326616,,
North America,Cuba,2020-05-08,11326616,,
North America,Cuba,2020-05-09,11326616,,
North America,Cuba,2020-05-10,11326616,,
North America,Cuba,2020-05-11,11326616,,
North America,Cuba,2020-05-12,11326616,,
North America,Cuba,2020-05-13,11326616,,
North America,Cuba,2020-05-14,11326616,,
North America,Cuba,2020-05-15,11326616,,
North America,Cuba,2020-05-16,11326616,,
North America,Cuba,2020-05-17,11326616,,
North America,Cuba,2020-05-18,11326616,,
North America,Cuba,2020-05-19,11326616,,
North America,Cuba,2020-05-20,11326616,,
North America,Cuba,2020-05-21,11326616,,
North America,Cuba,2020-05-22,11326616,,
North America,Cuba,2020-05-23,11326616,,
North America,Cuba,2020-05-24,11326616,,
North America,Cuba,2020-05-25,11326616,,
North America,Cuba,2020-05-26,11326616,,
North America,Cuba,2020-05-27,11326616,,
North America,Cuba,2020-05-28,11326616,,
North America,Cuba,2020-05-29,11326616,,
North America,Cuba,2020-05-30,11326616,,
North America,Cuba,2020-05-31,11326616,,
North America,Cuba,2020-06-01,11326616,,
North America,Cuba,2020-06-02,11326616,,
North America,Cuba,2020-06-03,11326616,,
North America,Cuba,2020-06-04,11326616,,
North America,Cuba,2020-06-05,11326616,,
North America,Cuba,2020-06-06,11326616,,
North America,Cuba,2020-06-07,11326616,,
North America,Cuba,2020-06-08,11326616,,
North America,Cuba,2020-06-09,11326616,,
North America,Cuba,2020-06-10,11326616,,
North America,Cuba,2020-06-11,11326616,,
North America,Cuba,2020-06-12,11326616,,
North America,Cuba,2020-06-13,11326616,,
North America,Cuba,2020-06-14,11326616,,
North America,Cuba,2020-06-15,11326616,,
North America,Cuba,2020-06-16,11326616,,
North America,Cuba,2020-06-17,11326616,,
North America,Cuba,2020-06-18,11326616,,
North America,Cuba,2020-06-19,11326616,,
North America,Cuba,2020-06-20,11326616,,
North America,Cuba,2020-06-21,11326616,,
North America,Cuba,2020-06-22,11326616,,
North America,Cuba,2020-06-23,11326616,,
North America,Cuba,2020-06-24,11326616,,
North America,Cuba,2020-06-25,11326616,,
North America,Cuba,2020-06-26,11326616,,
North America,Cuba,2020-06-27,11326616,,
North America,Cuba,2020-06-28,11326616,,
North America,Cuba,2020-06-29,11326616,,
North America,Cuba,2020-06-30,11326616,,
North America,Cuba,2020-07-01,11326616,,
North America,Cuba,2020-07-02,11326616,,
North America,Cuba,2020-07-03,11326616,,
North America,Cuba,2020-07-04,11326616,,
North America,Cuba,2020-07-05,11326616,,
North America,Cuba,2020-07-06,11326616,,
North America,Cuba,2020-07-07,11326616,,
North America,Cuba,2020-07-08,11326616,,
North America,Cuba,2020-07-09,11326616,,
North America,Cuba,2020-07-10,11326616,,
North America,Cuba,2020-07-11,11326616,,
North America,Cuba,2020-07-12,11326616,,
North America,Cuba,2020-07-13,11326616,,
North America,Cuba,2020-07-14,11326616,,
North America,Cuba,2020-07-15,11326616,,
North America,Cuba,2020-07-16,11326616,,
North America,Cuba,2020-07-17,11326616,,
North America,Cuba,2020-07-18,11326616,,
North America,Cuba,2020-07-19,11326616,,
North America,Cuba,2020-07-20,11326616,,
North America,Cuba,2020-07-21,11326616,,
North America,Cuba,2020-07-22,11326616,,
North America,Cuba,2020-07-23,11326616,,
North America,Cuba,2020-07-24,11326616,,
North America,Cuba,2020-07-25,11326616,,
North America,Cuba,2020-07-26,11326616,,
North America,Cuba,2020-07-27,11326616,,
North America,Cuba,2020-07-28,11326616,,
North America,Cuba,2020-07-29,11326616,,
North America,Cuba,2020-07-30,11326616,,
North America,Cuba,2020-07-31,11326616,,
North America,Cuba,2020-08-01,11326616,,
North America,Cuba,2020-08-02,11326616,,
North America,Cuba,2020-08-03,11326616,,
North America,Cuba,2020-08-04,11326616,,
North America,Cuba,2020-08-05,11326616,,
North America,Cuba,2020-08-06,11326616,,
North America,Cuba,2020-08-07,11326616,,
North America,Cuba,2020-08-08,11326616,,
North America,Cuba,2020-08-09,11326616,,
North America,Cuba,2020-08-10,11326616,,
North America,Cuba,2020-08-11,11326616,,
North America,Cuba,2020-08-12,11326616,,
North America,Cuba,2020-08-13,11326616,,
North America,Cuba,2020-08-14,11326616,,
North America,Cuba,2020-08-15,11326616,,
North America,Cuba,2020-08-16,11326616,,
North America,Cuba,2020-08-17,11326616,,
North America,Cuba,2020-08-18,11326616,,
North America,Cuba,2020-08-19,11326616,,
North America,Cuba,2020-08-20,11326616,,
North America,Cuba,2020-08-21,11326616,,
North America,Cuba,2020-08-22,11326616,,
North America,Cuba,2020-08-23,11326616,,
North America,Cuba,2020-08-24,11326616,,
North America,Cuba,2020-08-25,11326616,,
North America,Cuba,2020-08-26,11326616,,
North America,Cuba,2020-08-27,11326616,,
North America,Cuba,2020-08-28,11326616,,
North America,Cuba,2020-08-29,11326616,,
North America,Cuba,2020-08-30,11326616,,
North America,Cuba,2020-08-31,11326616,,
North America,Cuba,2020-09-01,11326616,,
North America,Cuba,2020-09-02,11326616,,
North America,Cuba,2020-09-03,11326616,,
North America,Cuba,2020-09-04,11326616,,
North America,Cuba,2020-09-05,11326616,,
North America,Cuba,2020-09-06,11326616,,
North America,Cuba,2020-09-07,11326616,,
North America,Cuba,2020-09-08,11326616,,
North America,Cuba,2020-09-09,11326616,,
North America,Cuba,2020-09-10,11326616,,
North America,Cuba,2020-09-11,11326616,,
North America,Cuba,2020-09-12,11326616,,
North America,Cuba,2020-09-13,11326616,,
North America,Cuba,2020-09-14,11326616,,
North America,Cuba,2020-09-15,11326616,,
North America,Cuba,2020-09-16,11326616,,
North America,Cuba,2020-09-17,11326616,,
North America,Cuba,2020-09-18,11326616,,
North America,Cuba,2020-09-19,11326616,,
North America,Cuba,2020-09-20,11326616,,
North America,Cuba,2020-09-21,11326616,,
North America,Cuba,2020-09-22,11326616,,
North America,Cuba,2020-09-23,11326616,,
North America,Cuba,2020-09-24,11326616,,
North America,Cuba,2020-09-25,11326616,,
North America,Cuba,2020-09-26,11326616,,
North America,Cuba,2020-09-27,11326616,,
North America,Cuba,2020-09-28,11326616,,
North America,Cuba,2020-09-29,11326616,,
North America,Cuba,2020-09-30,11326616,,
North America,Cuba,2020-10-01,11326616,,
North America,Cuba,2020-10-02,11326616,,
North America,Cuba,2020-10-03,11326616,,
North America,Cuba,2020-10-04,11326616,,
North America,Cuba,2020-10-05,11326616,,
North America,Cuba,2020-10-06,11326616,,
North America,Cuba,2020-10-07,11326616,,
North America,Cuba,2020-10-08,11326616,,
North America,Cuba,2020-10-09,11326616,,
North America,Cuba,2020-10-10,11326616,,
North America,Cuba,2020-10-11,11326616,,
North America,Cuba,2020-10-12,11326616,,
North America,Cuba,2020-10-13,11326616,,
North America,Cuba,2020-10-14,11326616,,
North America,Cuba,2020-10-15,11326616,,
North America,Cuba,2020-10-16,11326616,,
North America,Cuba,2020-10-17,11326616,,
North America,Cuba,2020-10-18,11326616,,
North America,Cuba,2020-10-19,11326616,,
North America,Cuba,2020-10-20,11326616,,
North America,Cuba,2020-10-21,11326616,,
North America,Cuba,2020-10-22,11326616,,
North America,Cuba,2020-10-23,11326616,,
North America,Cuba,2020-10-24,11326616,,
North America,Cuba,2020-10-25,11326616,,
North America,Cuba,2020-10-26,11326616,,
North America,Cuba,2020-10-27,11326616,,
North America,Cuba,2020-10-28,11326616,,
North America,Cuba,2020-10-29,11326616,,
North America,Cuba,2020-10-30,11326616,,
North America,Cuba,2020-10-31,11326616,,
North America,Cuba,2020-11-01,11326616,,
North America,Cuba,2020-11-02,11326616,,
North America,Cuba,2020-11-03,11326616,,
North America,Cuba,2020-11-04,11326616,,
North America,Cuba,2020-11-05,11326616,,
North America,Cuba,2020-11-06,11326616,,
North America,Cuba,2020-11-07,11326616,,
North America,Cuba,2020-11-08,11326616,,
North America,Cuba,2020-11-09,11326616,,
North America,Cuba,2020-11-10,11326616,,
North America,Cuba,2020-11-11,11326616,,
North America,Cuba,2020-11-12,11326616,,
North America,Cuba,2020-11-13,11326616,,
North America,Cuba,2020-11-14,11326616,,
North America,Cuba,2020-11-15,11326616,,
North America,Cuba,2020-11-16,11326616,,
North America,Cuba,2020-11-17,11326616,,
North America,Cuba,2020-11-18,11326616,,
North America,Cuba,2020-11-19,11326616,,
North America,Cuba,2020-11-20,11326616,,
North America,Cuba,2020-11-21,11326616,,
North America,Cuba,2020-11-22,11326616,,
North America,Cuba,2020-11-23,11326616,,
North America,Cuba,2020-11-24,11326616,,
North America,Cuba,2020-11-25,11326616,,
North America,Cuba,2020-11-26,11326616,,
North America,Cuba,2020-11-27,11326616,,
North America,Cuba,2020-11-28,11326616,,
North America,Cuba,2020-11-29,11326616,,
North America,Cuba,2020-11-30,11326616,,
North America,Cuba,2020-12-01,11326616,,
North America,Cuba,2020-12-02,11326616,,
North America,Cuba,2020-12-03,11326616,,
North America,Cuba,2020-12-04,11326616,,
North America,Cuba,2020-12-05,11326616,,
North America,Cuba,2020-12-06,11326616,,
North America,Cuba,2020-12-07,11326616,,
North America,Cuba,2020-12-08,11326616,,
North America,Cuba,2020-12-09,11326616,,
North America,Cuba,2020-12-10,11326616,,
North America,Cuba,2020-12-11,11326616,,
North America,Cuba,2020-12-12,11326616,,
North America,Cuba,2020-12-13,11326616,,
North America,Cuba,2020-12-14,11326616,,
North America,Cuba,2020-12-15,11326616,,
North America,Cuba,2020-12-16,11326616,,
North America,Cuba,2020-12-17,11326616,,
North America,Cuba,2020-12-18,11326616,,
North America,Cuba,2020-12-19,11326616,,
North America,Cuba,2020-12-20,11326616,,
North America,Cuba,2020-12-21,11326616,,
North America,Cuba,2020-12-22,11326616,,
North America,Cuba,2020-12-23,11326616,,
North America,Cuba,2020-12-24,11326616,,
North America,Cuba,2020-12-25,11326616,,
North America,Cuba,2020-12-26,11326616,,
North America,Cuba,2020-12-27,11326616,,
North America,Cuba,2020-12-28,11326616,,
North America,Cuba,2020-12-29,11326616,,
North America,Cuba,2020-12-30,11326616,,
North America,Cuba,2020-12-31,11326616,,
North America,Cuba,2021-01-01,11326616,,
North America,Cuba,2021-01-02,11326616,,
North America,Cuba,2021-01-03,11326616,,
North America,Cuba,2021-01-04,11326616,,
North America,Cuba,2021-01-05,11326616,,
North America,Cuba,2021-01-06,11326616,,
North America,Cuba,2021-01-07,11326616,,
North America,Cuba,2021-01-08,11326616,,
North America,Cuba,2021-01-09,11326616,,
North America,Cuba,2021-01-10,11326616,,
North America,Cuba,2021-01-11,11326616,,
North America,Cuba,2021-01-12,11326616,,
North America,Cuba,2021-01-13,11326616,,
North America,Cuba,2021-01-14,11326616,,
North America,Cuba,2021-01-15,11326616,,
North America,Cuba,2021-01-16,11326616,,
North America,Cuba,2021-01-17,11326616,,
North America,Cuba,2021-01-18,11326616,,
North America,Cuba,2021-01-19,11326616,,
North America,Cuba,2021-01-20,11326616,,
North America,Cuba,2021-01-21,11326616,,
North America,Cuba,2021-01-22,11326616,,
North America,Cuba,2021-01-23,11326616,,
North America,Cuba,2021-01-24,11326616,,
North America,Cuba,2021-01-25,11326616,,
North America,Cuba,2021-01-26,11326616,,
North America,Cuba,2021-01-27,11326616,,
North America,Cuba,2021-01-28,11326616,,
North America,Cuba,2021-01-29,11326616,,
North America,Cuba,2021-01-30,11326616,,
North America,Cuba,2021-01-31,11326616,,
North America,Cuba,2021-02-01,11326616,,
North America,Cuba,2021-02-02,11326616,,
North America,Cuba,2021-02-03,11326616,,
North America,Cuba,2021-02-04,11326616,,
North America,Cuba,2021-02-05,11326616,,
North America,Cuba,2021-02-06,11326616,,
North America,Cuba,2021-02-07,11326616,,
North America,Cuba,2021-02-08,11326616,,
North America,Cuba,2021-02-09,11326616,,
North America,Cuba,2021-02-10,11326616,,
North America,Cuba,2021-02-11,11326616,,
North America,Cuba,2021-02-12,11326616,,
North America,Cuba,2021-02-13,11326616,,
North America,Cuba,2021-02-14,11326616,,
North America,Cuba,2021-02-15,11326616,,
North America,Cuba,2021-02-16,11326616,,
North America,Cuba,2021-02-17,11326616,,
North America,Cuba,2021-02-18,11326616,,
North America,Cuba,2021-02-19,11326616,,
North America,Cuba,2021-02-20,11326616,,
North America,Cuba,2021-02-21,11326616,,
North America,Cuba,2021-02-22,11326616,,
North America,Cuba,2021-02-23,11326616,,
North America,Cuba,2021-02-24,11326616,,
North America,Cuba,2021-02-25,11326616,,
North America,Cuba,2021-02-26,11326616,,
North America,Cuba,2021-02-27,11326616,,
North America,Cuba,2021-02-28,11326616,,
North America,Cuba,2021-03-01,11326616,,
North America,Cuba,2021-03-02,11326616,,
North America,Cuba,2021-03-03,11326616,,
North America,Cuba,2021-03-04,11326616,,
North America,Cuba,2021-03-05,11326616,,
North America,Cuba,2021-03-06,11326616,,
North America,Cuba,2021-03-07,11326616,,
North America,Cuba,2021-03-08,11326616,,
North America,Cuba,2021-03-09,11326616,,
North America,Cuba,2021-03-10,11326616,,
North America,Cuba,2021-03-11,11326616,,
North America,Cuba,2021-03-12,11326616,,
North America,Cuba,2021-03-13,11326616,,
North America,Cuba,2021-03-14,11326616,,
North America,Cuba,2021-03-15,11326616,,
North America,Cuba,2021-03-16,11326616,,
North America,Cuba,2021-03-17,11326616,,
North America,Cuba,2021-03-18,11326616,,
North America,Cuba,2021-03-19,11326616,,
North America,Cuba,2021-03-20,11326616,,
North America,Cuba,2021-03-21,11326616,,
North America,Cuba,2021-03-22,11326616,,
North America,Cuba,2021-03-23,11326616,,
North America,Cuba,2021-03-24,11326616,,
North America,Cuba,2021-03-25,11326616,,
North America,Cuba,2021-03-26,11326616,,
North America,Cuba,2021-03-27,11326616,,
North America,Cuba,2021-03-28,11326616,,
North America,Cuba,2021-03-29,11326616,,
North America,Cuba,2021-03-30,11326616,,
North America,Cuba,2021-03-31,11326616,,
North America,Cuba,2021-04-01,11326616,,
North America,Cuba,2021-04-02,11326616,,
North America,Cuba,2021-04-03,11326616,,
North America,Cuba,2021-04-04,11326616,,
North America,Cuba,2021-04-05,11326616,,
North America,Cuba,2021-04-06,11326616,,
North America,Cuba,2021-04-07,11326616,,
North America,Cuba,2021-04-08,11326616,,
North America,Cuba,2021-04-09,11326616,,
North America,Cuba,2021-04-10,11326616,,
North America,Cuba,2021-04-11,11326616,,
North America,Cuba,2021-04-12,11326616,,
North America,Cuba,2021-04-13,11326616,,
North America,Cuba,2021-04-14,11326616,,
North America,Cuba,2021-04-15,11326616,,
North America,Cuba,2021-04-16,11326616,,
North America,Cuba,2021-04-17,11326616,,
North America,Cuba,2021-04-18,11326616,,
North America,Cuba,2021-04-19,11326616,,
North America,Cuba,2021-04-20,11326616,,
North America,Cuba,2021-04-21,11326616,,
North America,Cuba,2021-04-22,11326616,,
North America,Cuba,2021-04-23,11326616,,
North America,Cuba,2021-04-24,11326616,,
North America,Cuba,2021-04-25,11326616,,
North America,Cuba,2021-04-26,11326616,,
North America,Cuba,2021-04-27,11326616,,
North America,Cuba,2021-04-28,11326616,,
North America,Cuba,2021-04-29,11326616,,
North America,Cuba,2021-04-30,11326616,,
North America,Curacao,2021-03-29,164100,,
North America,Curacao,2021-03-30,164100,876,876
North America,Curacao,2021-03-31,164100,,876
North America,Curacao,2021-04-01,164100,,876
North America,Curacao,2021-04-02,164100,,876
North America,Curacao,2021-04-03,164100,,876
North America,Curacao,2021-04-04,164100,,876
North America,Curacao,2021-04-05,164100,,876
North America,Curacao,2021-04-06,164100,2069,2945
North America,Curacao,2021-04-07,164100,2124,5069
North America,Curacao,2021-04-08,164100,1800,6869
North America,Curacao,2021-04-09,164100,2736,9605
North America,Curacao,2021-04-10,164100,3782,13387
North America,Curacao,2021-04-11,164100,,13387
North America,Curacao,2021-04-12,164100,,13387
North America,Curacao,2021-04-13,164100,,13387
North America,Curacao,2021-04-14,164100,3593,16980
North America,Curacao,2021-04-15,164100,4656,21636
North America,Curacao,2021-04-16,164100,2856,24492
North America,Curacao,2021-04-17,164100,3416,27908
North America,Curacao,2021-04-18,164100,,27908
North America,Curacao,2021-04-19,164100,,27908
North America,Curacao,2021-04-20,164100,3213,31121
North America,Curacao,2021-04-21,164100,2866,33987
North America,Curacao,2021-04-22,164100,2848,36835
North America,Curacao,2021-04-23,164100,2669,39504
North America,Curacao,2021-04-24,164100,3660,43164
North America,Curacao,2021-04-25,164100,700,43864
North America,Curacao,2021-04-26,164100,2065,45929
North America,Curacao,2021-04-27,164100,2412,48341
North America,Curacao,2021-04-28,164100,553,48894
North America,Curacao,2021-04-29,164100,4173,53067
North America,Curacao,2021-04-30,164100,1774,54841
Europe,Cyprus,2020-02-02,875899,,
Europe,Cyprus,2020-03-08,875899,,
Europe,Cyprus,2020-03-09,875899,,
Europe,Cyprus,2020-03-10,875899,,
Europe,Cyprus,2020-03-11,875899,,
Europe,Cyprus,2020-03-12,875899,,
Europe,Cyprus,2020-03-13,875899,,
Europe,Cyprus,2020-03-14,875899,,
Europe,Cyprus,2020-03-15,875899,,
Europe,Cyprus,2020-03-16,875899,,
Europe,Cyprus,2020-03-17,875899,,
Europe,Cyprus,2020-03-18,875899,,
Europe,Cyprus,2020-03-19,875899,,
Europe,Cyprus,2020-03-20,875899,,
Europe,Cyprus,2020-03-21,875899,,
Europe,Cyprus,2020-03-22,875899,,
Europe,Cyprus,2020-03-23,875899,,
Europe,Cyprus,2020-03-24,875899,,
Europe,Cyprus,2020-03-25,875899,,
Europe,Cyprus,2020-03-26,875899,,
Europe,Cyprus,2020-03-27,875899,,
Europe,Cyprus,2020-03-28,875899,,
Europe,Cyprus,2020-03-29,875899,,
Europe,Cyprus,2020-03-30,875899,,
Europe,Cyprus,2020-03-31,875899,,
Europe,Cyprus,2020-04-01,875899,,
Europe,Cyprus,2020-04-02,875899,,
Europe,Cyprus,2020-04-03,875899,,
Europe,Cyprus,2020-04-04,875899,,
Europe,Cyprus,2020-04-05,875899,,
Europe,Cyprus,2020-04-06,875899,,
Europe,Cyprus,2020-04-07,875899,,
Europe,Cyprus,2020-04-08,875899,,
Europe,Cyprus,2020-04-09,875899,,
Europe,Cyprus,2020-04-10,875899,,
Europe,Cyprus,2020-04-11,875899,,
Europe,Cyprus,2020-04-12,875899,,
Europe,Cyprus,2020-04-13,875899,,
Europe,Cyprus,2020-04-14,875899,,
Europe,Cyprus,2020-04-15,875899,,
Europe,Cyprus,2020-04-16,875899,,
Europe,Cyprus,2020-04-17,875899,,
Europe,Cyprus,2020-04-18,875899,,
Europe,Cyprus,2020-04-19,875899,,
Europe,Cyprus,2020-04-20,875899,,
Europe,Cyprus,2020-04-21,875899,,
Europe,Cyprus,2020-04-22,875899,,
Europe,Cyprus,2020-04-23,875899,,
Europe,Cyprus,2020-04-24,875899,,
Europe,Cyprus,2020-04-25,875899,,
Europe,Cyprus,2020-04-26,875899,,
Europe,Cyprus,2020-04-27,875899,,
Europe,Cyprus,2020-04-28,875899,,
Europe,Cyprus,2020-04-29,875899,,
Europe,Cyprus,2020-04-30,875899,,
Europe,Cyprus,2020-05-01,875899,,
Europe,Cyprus,2020-05-02,875899,,
Europe,Cyprus,2020-05-03,875899,,
Europe,Cyprus,2020-05-04,875899,,
Europe,Cyprus,2020-05-05,875899,,
Europe,Cyprus,2020-05-06,875899,,
Europe,Cyprus,2020-05-07,875899,,
Europe,Cyprus,2020-05-08,875899,,
Europe,Cyprus,2020-05-09,875899,,
Europe,Cyprus,2020-05-10,875899,,
Europe,Cyprus,2020-05-11,875899,,
Europe,Cyprus,2020-05-12,875899,,
Europe,Cyprus,2020-05-13,875899,,
Europe,Cyprus,2020-05-14,875899,,
Europe,Cyprus,2020-05-15,875899,,
Europe,Cyprus,2020-05-16,875899,,
Europe,Cyprus,2020-05-17,875899,,
Europe,Cyprus,2020-05-18,875899,,
Europe,Cyprus,2020-05-19,875899,,
Europe,Cyprus,2020-05-20,875899,,
Europe,Cyprus,2020-05-21,875899,,
Europe,Cyprus,2020-05-22,875899,,
Europe,Cyprus,2020-05-23,875899,,
Europe,Cyprus,2020-05-24,875899,,
Europe,Cyprus,2020-05-25,875899,,
Europe,Cyprus,2020-05-26,875899,,
Europe,Cyprus,2020-05-27,875899,,
Europe,Cyprus,2020-05-28,875899,,
Europe,Cyprus,2020-05-29,875899,,
Europe,Cyprus,2020-05-30,875899,,
Europe,Cyprus,2020-05-31,875899,,
Europe,Cyprus,2020-06-01,875899,,
Europe,Cyprus,2020-06-02,875899,,
Europe,Cyprus,2020-06-03,875899,,
Europe,Cyprus,2020-06-04,875899,,
Europe,Cyprus,2020-06-05,875899,,
Europe,Cyprus,2020-06-06,875899,,
Europe,Cyprus,2020-06-07,875899,,
Europe,Cyprus,2020-06-08,875899,,
Europe,Cyprus,2020-06-09,875899,,
Europe,Cyprus,2020-06-10,875899,,
Europe,Cyprus,2020-06-11,875899,,
Europe,Cyprus,2020-06-12,875899,,
Europe,Cyprus,2020-06-13,875899,,
Europe,Cyprus,2020-06-14,875899,,
Europe,Cyprus,2020-06-15,875899,,
Europe,Cyprus,2020-06-16,875899,,
Europe,Cyprus,2020-06-17,875899,,
Europe,Cyprus,2020-06-18,875899,,
Europe,Cyprus,2020-06-19,875899,,
Europe,Cyprus,2020-06-20,875899,,
Europe,Cyprus,2020-06-21,875899,,
Europe,Cyprus,2020-06-22,875899,,
Europe,Cyprus,2020-06-23,875899,,
Europe,Cyprus,2020-06-24,875899,,
Europe,Cyprus,2020-06-25,875899,,
Europe,Cyprus,2020-06-26,875899,,
Europe,Cyprus,2020-06-27,875899,,
Europe,Cyprus,2020-06-28,875899,,
Europe,Cyprus,2020-06-29,875899,,
Europe,Cyprus,2020-06-30,875899,,
Europe,Cyprus,2020-07-01,875899,,
Europe,Cyprus,2020-07-02,875899,,
Europe,Cyprus,2020-07-03,875899,,
Europe,Cyprus,2020-07-04,875899,,
Europe,Cyprus,2020-07-05,875899,,
Europe,Cyprus,2020-07-06,875899,,
Europe,Cyprus,2020-07-07,875899,,
Europe,Cyprus,2020-07-08,875899,,
Europe,Cyprus,2020-07-09,875899,,
